title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe
Magic Shadow 04 Champagne,de,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_04_champagne_247557_2_5g_1bf1572.jpg/feed-media.jpg,https://www.labiosthetique.de/magic-shadow?childSku=4040218815818,/magic-shadow?childSku=4040218815818,016566,Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.,"25,00 €",,"2,5 g",Make-Up,"Magic Shadow einfach mit den Fingern, dem Lidschattenapplikator oder einem Pinsel in gewünschter Form und Farbintensität auf das Lid auftragen.","TALC, MICA, CI 77891 (TITANIUM DIOXIDE), ISOPROPYL ISOSTEARATE, OCTYLDODECYL STEAROYL STEARATE, PENTAERYTHRITYL TETRAISOSTEARATE, ZINC STEARATE, ALUMINA, SILICA, DEHYDROACETIC ACID, CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), TIN OXIDE, STEARIC ACID, CI 77499 (IRON OXIDES)"
Colour Protection Structure Restoring Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:colour_protection_structure_restoring_mask_247175_100ml_714a4a0.jpg/feed-media.jpg,https://www.labiosthetique.de/colour-protection-structure-restoring-mask,/colour-protection-structure-restoring-mask,120828,"Die intensiv pflegende Maske mit Mehrfachwirkung regeneriert und restrukturiert die Struktur der Haare tiefenwirksam, versiegelt und schützt die äußeren Schichten und bewahrt die Farbbrillanz der Haare.","48,00 €","480,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Im feuchten Haar verteilen, 10 Minuten einwirken lassen und anschließend ausspülen.","AQUA (WATER), BEHENAMIDOPROPYL DIMETHYLAMINE, CETEARYL ALCOHOL, PROPYLENE GLYCOL, NEOPENTYL GLYCOL DIHEPTANOATE, DICAPRYLYL ETHER , DICOCOYL PENTAERYTHRITYL DISTEARYL CITRATE , INULIN, LACTIC ACID, BEHENTRIMONIUM METHOSULFATE, LAURYL ALCOHOL, ARGANIA SPINOSA (ARGAN) KERNEL OIL, PARFUM (FRAGRANCE), BUTYLENE GLYCOL, BENZOIC ACID, CETEARYL ISONONANOATE, TRITICUM VULGARE GERM OIL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CAPRYLIC/CAPRIC TRIGLYCERIDE, STARCH HYDROXYPROPYLTRIMONIUM CHLORIDE, CERAMIDE NG, TROMETHAMINE, LINOLEIC ACID, LIMONENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, HYDROXYPROPYL OXIDIZED STARCH PG-TRIMONIUM CHLORIDE, LINALOOL, TRITICUM VULGARE (WHEAT) BRAN EXTRACT, TRITICUM VULGARE GERM EXTRACT, SODIUM LACTATE, CRAMBE MARITIMA LEAF EXTRACT, LINALYL ACETATE, SODIUM CHLORIDE, UREA, GLYCERIN, CAMELLIA OLEIFERA SEED OIL, LEVULINIC ACID, TOCOPHERYL ACETATE, TOCOPHEROL, P-ANISIC ACID"
Fortifying Scalp Concentrate,de,https://image.labiosthetique.com/i/square-1440/m2-product:fortifying_scalp_concentrate_384374_100ml_8314254.jpg/feed-media.jpg,https://www.labiosthetique.de/fortifying-scalp-concentrate,/fortifying-scalp-concentrate,120569,"Das Kopfhautkonzentrat erhöht die Nährstoffversorgung der Haarwurzeln, wirkt Haarausfall entgegen und sorgt für dichteres, kräftigeres Haar. Für alle Liebhaber von Bio-Fanelan Régénérant Premium wird dies Ihr neues Lieblingsprodukt.","136,00 €","1.360,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,"Den Inhalt einer Ampulle scheitelweise auf der Kopfhaut verteilen und leicht einmassieren. Vor dem Föhnen einziehen lassen. Zur Intensivbehandlung empfiehlt sich die Anwendung idealerweise jeden 2. Tag über einen Zeitraum von drei Monaten. Zur Prophylaxe, bei altersbedingt schwächer werdendem Haarwuchs und wenn in der Familie eine Tendenz zu Haarausfall erkennbar ist, empfiehlt sich eine dauerhaft vorbeugende Behandlung mit 1–2 Ampullen pro Woche. Gleiches gilt bei altersbedingt geschwächtem Haar.","AQUA (WATER), FAEX (YEAST) EXTRACT, PROPYLENE GLYCOL, PANAX GINSENG ROOT EXTRACT, PHENOXYETHANOL, ARGININE, ACETYL TYROSINE, ARCTIUM MAJUS ROOT EXTRACT, HYDROLYZED SOY PROTEIN, 1,2-HEXANEDIOL, GLUTATHIONE, HYDROLYZED DNA, ISOMERIZED LINOLEIC ACID, TETRASODIUM GLUTAMATE DIACETATE, CALCIUM PANTOTHENATE , DIPOTASSIUM GLYCYRRHIZATE, ETHYLHEXYLGLYCERIN, HYDROXYPROPYL GUAR, SODIUM POLYPHOSPHATE, ZINC GLUCONATE, TROMETHAMINE, LACTIC ACID, NIACINAMIDE, ORNITHINE HCL, CHLORELLA VULGARIS/LUPINUS ALBUS PROTEIN FERMENT, CITRULLINE, CAPRYLOYL GLYCINE, CAPRYLYL/CAPRYL GLUCOSIDE, CICHORIUM INTYBUS ROOT EXTRACT, GLUCOSAMINE HCL, BIOTIN, DISODIUM SUCCINATE, METHYLPARABEN, SODIUM BENZOATE, POTASSIUM SORBATE, TOCOPHEROL"
Moisture Control Shampoo,de,https://image.labiosthetique.com/i/square-1440/m2-product:moisture_control_shampoo_395124_250ml_f28af5b.jpg/feed-media.jpg,https://www.labiosthetique.de/moisture-control-shampoo?childSku=4040218882018,/moisture-control-shampoo?childSku=4040218882018,120373,"Während es Kopfhaut und Haare mild reinigt, reduziert das Shampoo das Austreten von Schweiß aus den Kopfhautporen und sorgt für länger andauernde Frische. Für alle Liebhaber von Shampooing Hydrotoxa wird dies Ihr neues Lieblingsprodukt.","27,50 €","110,00 € / 1 l",250 ml,Haar- & Kopfhautpflege,"Gleichmäßig im feuchten Haar und auf der Kopfhaut verteilen, kurz einwirken lassen und gründlich ausspülen.","AQUA (WATER), SODIUM LAURETH SULFATE, DISODIUM LAURETH SULFOSUCCINATE, CAPRYLYL/CAPRYL GLUCOSIDE, LAURYL PYRROLIDONE, PROPANEDIOL, POLYGLYCERYL-3 OLEATE, SODIUM BENZOATE, SODIUM CHLORIDE, PARFUM (FRAGRANCE), BETAINE, ACETIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, BENZOIC ACID, FOMES OFFICINALIS (MUSHROOM) EXTRACT, CITRIC ACID, POTASSIUM SORBATE, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, PINENE"
Belesthétique The Cream,de,https://image.labiosthetique.com/i/square-1440/m2-product:belesth_tique_the_cream_247895_50ml_f1f8703.jpg/feed-media.jpg,https://www.labiosthetique.de/belesthetique-the-cream,/belesthetique-the-cream,002042,"Mit hochwirksamen pflanzlichen Inhaltsstoffen und einem exklusiven Anti-Age-Phytokomplex mit Iris und weißem Trüffel liftet The Cream die Gesichtskontur sichtbar und hilft der Haut, ihre zeitlose Schönheit und Jugendlichkeit zu bewahren.","249,50 €","4.990,00 € / 1 l",50 ml,Hautpflege,The Cream morgens und abends auf das gereinigte Gesicht auftragen.,"AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, SQUALANE, CETEARYL ETHYLHEXANOATE, HYDROGENATED COCO-GLYCERIDES, SACCHARIDE ISOMERATE, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CETYL PALMITATE, BUTYLENE GLYCOL, LAUROYL LYSINE, PROPANEDIOL, POTASSIUM CETYL PHOSPHATE, PARFUM (FRAGRANCE), PHENOXYETHANOL, ACMELLA OLERACEA EXTRACT, CERAMIDE NG, ISOPROPYL MYRISTATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, TUBER MAGNATUM EXTRACT, BEHENYL ALCOHOL, GLYCERYL STEARATE, ETHYL FERULATE, PALMITIC ACID, STEARIC ACID, TOCOPHEROL, BENZOIC ACID, IRIS FLORENTINA ROOT EXTRACT, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, DEHYDROACETIC ACID, ALPHA-ISOMETHYL IONONE, CITRIC ACID, SODIUM CITRATE, LIMONENE, CETYL ALCOHOL, LAURYL ALCOHOL, LECITHIN, LUPINUS ALBUS SEED EXTRACT, MYRISTYL ALCOHOL, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , LINALOOL, LINALYL ACETATE, GERANIOL, TERPINEOL, PINENE, POTASSIUM SORBATE, SODIUM BENZOATE, CITRONELLOL, ROSE FLOWER OIL/EXTRAKT"
N° 12 Lippenpinsel,de,https://image.labiosthetique.com/i/square-1440/m2-product:n_12_lippenpinsel_394493_1St_ck_9835505.jpg/feed-media.jpg,https://www.labiosthetique.de/n-12-lippenpinsel,/n-12-lippenpinsel,031562,Für die exakte Applikation vom Lippen-Make-up: Formstabiler Pinsel für die Lippenkontur und einen perfekt geschminkten Mund,"13,50 €",,1 pcs,Make-Up,Mit dem Pinsel Lippenfarbe oder Gloss aufnehmen und mit der Spitze des Pinsels die Lippenkontur nachziehen: vom Amorbogen bis zum Profil der Unterlippe. Anschließend mit der breiten Seite des Pinsels die Lippen ausmalen.,
Dermosthétique Vitamin C + Niacin Illuminating Concentrate,de,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_vitamin_c_niacin_illuminating_concentrate_247949_30ml_a3def97.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-vitamin-c-niacin-illuminating-concentrate,/dermosthetique-vitamin-c-niacin-illuminating-concentrate,002294,"Die konzentrierte Kraft zweier Vitamine mindert Pigmentstörungen und schafft ein ausgeglichenes, klares Hautbild mit jugendlicher Strahlkraft.","85,00 €","2.833,33 € / 1 l",30 ml,Hautpflege,"Morgens und abends 3-4 Tropfen des Konzentrats auf der gereinigten und tonifizierten Haut an Gesicht, Hals und Dekolleté, aber auch an betroffenen Hautstellen, wie z.B. Handrücken, Kopfhaut (Glatze), Unterarmen verteilen und leicht einmassieren.","AQUA (WATER), PENTYLENE GLYCOL, NIACINAMIDE, SODIUM ASCORBYL PHOSPHATE, SODIUM HYALURONATE, HYDROXYACETOPHENONE, LINOLENIC ACID"
Perfect Skin 2/4 Medium Peach,de,https://image.labiosthetique.com/i/square-1440/m2-product:perfect_skin_2_4_medium_peach_391653_30ml_877dbd6.jpg/feed-media.jpg,https://www.labiosthetique.de/perfect-skin?childSku=4040218878516,/perfect-skin?childSku=4040218878516,021579,Mit hoher Pigmentdichte und starker Deckkraft gleicht die schmelzende Creme-Foundation Hautunebenheiten mühelos aus und sorgt für lang anhaltende Perfektion.,"40,00 €",,30 ml,Make-Up,"Perfect Skin mit einem Pinsel, einem Schwamm oder den Fingern sparsam von der Gesichtsmitte nach außen auftragen und gut verblenden. Bei Bedarf wiederholen.","CENTAUREA CYANUS FLOWER WATER, C9-12 ALKANE, CI 77891 (TITANIUM DIOXIDE), AQUA (WATER), POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE, UNDECANE, COCO-CAPRYLATE/CAPRATE, TRIHYDROXYSTEARIN, TRIDECANE, POLYGLYCERYL-3 DIISOSTEARATE, CI 77492 (IRON OXIDES), MAGNESIUM SULFATE, CI 77491 (IRON OXIDES), PERSEA GRATISSIMA (AVOCADO) OIL, POTASSIUM SORBATE, HYDROGENATED VEGETABLE OIL, SODIUM LEVULINATE, PARFUM (FRAGRANCE), CI 77499 (IRON OXIDES), BENZYL ALCOHOL, SODIUM BENZOATE, SODIUM PHYTATE, LACTIC ACID, VANILLIN, TOCOPHEROL, BALANITES ROXBURGHII SEED OIL, LINALOOL, CITRUS AURANTIUM PEEL OIL, LIMONENE, JUNIPERUS VIRGINIANA OIL, POGOSTEMON CABLIN OIL, ALCOHOL"
Bürste Ceramic & Ion 80mm,de,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_80mm_247435_1St_ck_3f330f2.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-80mm,/buerste-ceramic-ion-80mm,043583,"Die besonders große Rundbürste für mehr Glanz, schnelles Trocknen und mehr Volumen. Mit ionisierenden Borsten für eine antistatische Wirkung.","37,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Das Haar halbtrocken föhnen und anschließend strähnenweise aufdrehen, föhnen und im Anschluss mit Haarspray fixieren. Die Bürste am Haaransatz ansetzen, unter Spannung halten und den Föhn auf den Bürstenkörper richten. Das Haar erst auf hoher Stufe und für einen längeren Halt anschließend kalt föhnen.",
N° 2 Rougepinsel,de,https://image.labiosthetique.com/i/square-1440/m2-product:n_2_rougepinsel_394489_1St_ck_4e44ccc.jpg/feed-media.jpg,https://www.labiosthetique.de/n-2-rougepinsel,/n-2-rougepinsel,031241,"Für eine raffinierte und präzise Betonung der Wangenkonturen: Hochwertiger Rougepinsel aus weichen, abgeschrägten Kunsthaaren.","25,00 €",,1 pcs,Make-Up,Etwas Rougepuder mit dem Pinsel aufnehmen. Überschüssige Farbe am Handrücken abklopfen. Für einen akzentuierenden Effekt ziehen Sie die Wangen nach innen und verteilen Sie das Rouge unterhalb der Wangenknochen von unten nach oben in Richtung der Ohren und verblenden Sie die Farbe sanft. Tipp: Unterhalb der Wangenknochen eine dunklere Nuance zum Konturieren setzen. Auf den Knochen einen Highlighter zum Akzentuieren geben und die Übergänge verblenden.,
Cream Gloss Spicy Orange,de,https://image.labiosthetique.com/i/square-1440/m2-product:cream_gloss_spicy_orange_324295_3_5ml_2015887.jpg/feed-media.jpg,https://www.labiosthetique.de/cream-gloss?childSku=4040218847215,/cream-gloss?childSku=4040218847215,019898,Intensive Farbbrillanz und Pflege in Einem: Dieser hochglänzende Cream Gloss zaubert im Handumdrehen sinnlich volle Lippen für einen glamourösen Look.,"25,00 €",,"3,5 ml",Make-Up,Cream Gloss mit Hilfe des Applikators auf die Lippen geben. Die cremige Textur ermöglicht ein einfaches und präzises Auftragen. Tipp: Für eine besondere 3-D-Wirkung die Lippen mit Konturen- und Lippenstift schminken und anschließend Gloss nur auf der Mitte der Ober- und Unterlippe auftragen.,"OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, RICINUS COMMUNIS (CASTOR) SEED OIL, HYDROGENATED VEGETABLE OIL, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CERA ALBA (BEESWAX), DICALCIUM PHOSPHATE, CI 77891 (TITANIUM DIOXIDE), CI 19140 (YELLOW 5 LAKE), CI 45410 (RED 28 LAKE), PARFUM (FRAGRANCE), CI 77491 (IRON OXIDES), SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, CI 77499 (IRON OXIDES)"
Spa Wellness Soap,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_wellness_soap_329821_50g_6d7a278.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-wellness-soap?childSku=4040218856415,/spa-wellness-soap?childSku=4040218856415,003923,Sanfte Wellness-Seife zur Reinigung von Gesicht und Körper.,"9,00 €","180,00 € / 1 kg",50 g,Hautpflege,Das Seifenstück in den feuchten Händen aufschäumen und den Schaum auf der angefeuchteten Haut von Gesicht und Körper verteilen. Mit warmem Wasser abspülen. Kann zur täglichen Reinigung verwendet werden.,"SODIUM PALMATE, SODIUM PALM KERNELATE, AQUA (WATER), PARFUM (FRAGRANCE), GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, SODIUM CHLORIDE, TETRASODIUM EDTA, TETRASODIUM ETIDRONATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, CITRUS AURANTIUM PEEL OIL, PINENE, COUMARIN, CITRAL"
Tender Blush Burgundy,de,https://image.labiosthetique.com/i/square-1440/m2-product:tender_blush_burgundy_378719_3_5g_aefa597.jpg/feed-media.jpg,https://www.labiosthetique.de/tender-blush?childSku=4040218870015,/tender-blush?childSku=4040218870015,018505,Das elegante Puder-Rouge Tender Blush definiert die Wangenknochen und veredelt die Gesichtszüge.,"30,50 €",,"3,5 g",Make-Up,Tender Blush mit dem Pinsel oder einem Make-up Schwämmchen gleichmäßig von den Wangen bis zum Haaransatz sanft und in leicht kreisenden Bewegungen verteilen und anschließend verblenden.,"TALC, CI 77491 (IRON OXIDES), CI 15850 (RED 7 LAKE), OCTYLDODECYL STEAROYL STEARATE, SYNTHETIC FLUORPHLOGOPITE, CI 77499 (IRON OXIDES), SILICA, ETHYLHEXYLGLYCERIN, CAPRYLYL GLYCOL, ISOSTEARYL NEOPENTANOATE, DEHYDROACETIC ACID, CI 77891 (TITANIUM DIOXIDE), CI 19140 (YELLOW 5 LAKE), TIN OXIDE, TOCOPHEROL"
Sensual Lipstick Brilliant B243 Purple Gem,de,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_brilliant_b243_purple_gem_410743_3_3g_f5125ae.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-brilliant?childSku=4040218889215,/sensual-lipstick-brilliant?childSku=4040218889215,019963,Der Lippenstift pflegt mit wertvollen Ölen und sorgt für einen filmreifen Kussmund.,"26,50 €",,"3,3 g",Make-Up,Sensual Lipstick Brilliant einfach auf die Lippen auftragen und schimmern. Ein Lippenpinsel sorgt für ein noch präziseres Ergebnis. Durch sanftes Nachziehen der Lippenkontur in einem farblich auf den Lippenstift abgestimmten Konturenstift lässt sich die brillante Farbwirkung intensivieren.,"POLYGLYCERYL-2 TRIISOSTEARATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, CI 77491 (IRON OXIDES), MICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77891 (TITANIUM DIOXIDE), CI 42090 (BLUE 1 LAKE), CI 15850 (RED 7 LAKE), ETHYL VANILLIN, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, AROMA (FLAVOR), SILICA, ASCORBYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, TOCOPHEROL, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, CI 15850 (RED 6), CI 15985 (YELLOW 6 LAKE), CI 19140 (YELLOW 5 LAKE), CI 45410 (RED 28 LAKE), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES)"
Magic Shadow 55 Earth,de,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_55_earth_388817_2_5g_27c7aaa.jpg/feed-media.jpg,https://www.labiosthetique.de/magic-shadow?childSku=4040218874914,/magic-shadow?childSku=4040218874914,016506,Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.,"25,00 €","10,00 € / 1 g","2,5 g",Make-Up,"Magic Shadow einfach mit den Fingern, dem Lidschattenapplikator oder einem Pinsel in gewünschter Form und Farbintensität auf das Lid auftragen.","TALC, CI 77499 (IRON OXIDES), MICA, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRAISOSTEARATE, ZEA MAYS (CORN) STARCH, OCTYLDODECYL STEAROYL STEARATE, PHENYL TRIMETHICONE, CI 77891 (TITANIUM DIOXIDE), ZINC STEARATE, CI 77492 (IRON OXIDES), SORBIC ACID, SODIUM DEHYDROACETATE, GLYCINE SOJA (SOYBEAN) OIL, BISABOLOL, CALENDULA OFFICINALIS FLOWER EXTRACT, TOCOPHEROL"
Velvet Finish Paste,de,https://image.labiosthetique.com/i/square-1440/m2-product:velvet_finish_paste_398160_75ml_d9f055f.jpg/feed-media.jpg,https://www.labiosthetique.de/velvet-finish-paste,/velvet-finish-paste,120749,"Ehemals Botanique Styling Cream- neues Design, unveränderte Rezeptur: Die vegane Stylingpaste formt und vollendet die Frisur mit pflanzlichen Wachsen, pflegenden Wirkstoffen und einem samtigen Matt-Glanz-Finish. Für flexible Definition und natürlichen Halt.","31,00 €","413,33 € / 1 l",75 ml,Styling,Zwischen den Fingern verreiben und ins trockene oder noch leicht feuchte Haar einarbeiten.,"AQUA (WATER), GLYCERIN, HEPTYL UNDECYLENATE, COPERNICIA CERIFERA CERA (CARNAUBA WAX), MYRICA CERIFERA (BAYBERRY) FRUIT WAX, HYDROGENATED COCO-GLYCERIDES, ETHYLHEXYL STEARATE, KAOLIN, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE, CETYL PALMITATE, STEARIC ACID, PALMITIC ACID, SODIUM BENZOATE, POTASSIUM CETYL PHOSPHATE, PARFUM (FRAGRANCE), CITRUS LIMON (LEMON) PEEL OIL, LIMONENE, MENTHA VIRIDIS LEAF OIL, CARVONE, PELARGONIUM GRAVEOLENS FLOWER OIL, PANAX GINSENG ROOT EXTRACT, PINENE, CITRONELLOL, GERANIOL, CITRAL, LINALOOL, MENTHOL, BETA-CARYOPHYLLENE"
Brilliant Nail Nightshade,de,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_nightshade_405202_8ml_bda625e.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218885514,/brilliant-nail?childSku=4040218885514,020461,Der Nagellack Brilliant Nail peppt Hand- und Fußnägel frech auf und bringt sie auf Hochglanz – langanhaltend.,"19,00 €",,8 ml,Make-Up,"Einfach eine dünne Schicht Brilliant Nail über den bereits getrockneten Unterlack bzw. auch direkt auf den Nagel auftragen. Intensiveres Farbergebnis gewünscht? Dann einfach eine zweite Schicht auftragen. Für eine noch längere Haltbarkeit mit dem Überlack Superior Nail Treatment fixieren. Und wenn´s schnell gehen soll, dann den Nagellack-Schnelltrockner Brilliant Nail Finish verwenden.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, CI 77007 (ULTRAMARINES), STEARALKONIUM HECTORITE, CI 15850 (RED 7 LAKE), MICA, CI 77891 (TITANIUM DIOXIDE), CI 77266 (BLACK 2), CITRIC ACID"
Eyeshadow Pen Flare,de,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_flare_411716_1_4g_eaf7068.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218889314,/eyeshadow-pen?childSku=4040218889314,016317,"Als Lidschatten oder Eyeliner anwendbar: Eyeshadow Pen mit cremig weicher Textur, die sich einfach auftragen und verblenden lässt","23,50 €",,"1,4 g",Make-Up,Den Eyeshadow Pen als Lidschatten auf das gesamte Oberlid oder als Eyeliner entlang des Wimpernkranzes auftragen. Mit den Fingern oder einem Pinsel lässt sich die Farbe auch einfach verblenden. Tipp: Für Smokey Eyes den Lidschatten am äußeren Lidrand intensiver auftragen und nach oben hin verblenden.,"DIMETHICONE, SILICA, MICA, ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, CALCIUM SODIUM BOROSILICATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, CI 77891 (TITANIUM DIOXIDE), GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, CI 77499 (IRON OXIDES), CI 77492 (IRON OXIDES), TIN OXIDE, ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE/METHICONE CROSSPOLYMER"
Magic Shadow 57 Almond,de,https://image.labiosthetique.com/i/square-1440/m2-product:magic_shadow_57_almond_396597_2_5g_0c70999.jpg/feed-media.jpg,https://www.labiosthetique.de/magic-shadow?childSku=4040218881813,/magic-shadow?childSku=4040218881813,016575,Der Puder-Lidschatten zaubert mit seinen pudrigen Farbpigmenten magische Akzente auf die Augenlider.,"25,00 €",,"2,5 g",Make-Up,"Magic Shadow einfach mit den Fingern, dem Lidschattenapplikator oder einem Pinsel in gewünschter Form und Farbintensität auf das Lid auftragen.","TALC, SYNTHETIC FLUORPHLOGOPITE, CI 77891 (TITANIUM DIOXIDE), CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRAISOSTEARATE, CI 77499 (IRON OXIDES), ZEA MAYS (CORN) STARCH, OCTYLDODECYL STEAROYL STEARATE, CI 77742 (MANGANESE VIOLET), ZINC STEARATE, CI 77492 (IRON OXIDES), SORBIC ACID, SODIUM DEHYDROACETATE, TIN OXIDE, GLYCINE SOJA (SOYBEAN) OIL, BISABOLOL, CALENDULA OFFICINALIS FLOWER EXTRACT, TOCOPHEROL"
Automatic Pencil for Eyes K10 Anthracite,de,https://image.labiosthetique.com/i/square-1440/m2-product:automatic_pencil_for_eyes_k10_anthracite_247587_0_35g_c270607.jpg/feed-media.jpg,https://www.labiosthetique.de/automatic-pencil-for-eyes?childSku=4040218883213,/automatic-pencil-for-eyes?childSku=4040218883213,017011,"Der elegante Automatic Pencil vereint hochpigmentierte Farbkraft mit wasserfester Haltbarkeit. Die weiche, zurückdrehbare Mine erlaubt präzise Linien oder Schattierungen, die den ganzen Tag halten.","24,50 €",,"0,35 g",Make-Up,Vom inneren Augenwinkel entlang des Wimpernkranzes eine Linie zum äußeren Augenwinkel ziehen. Bei Bedarf mit dem Blending Tool am Ende des Stiftes oder einem Pinsel aussoften. Korrekturen können sofort mit Make-up Entferner und einem Wattestäbchen vorgenommen werden.,"C9-12 ALKANE, CI 77499 (IRON OXIDES), MICA, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, SUCROSE TETRASTEARATE TRIACETATE, CI 77891 (TITANIUM DIOXIDE), HYDROGENATED CASTOR OIL, SYNTHETIC WAX, COPERNICIA CERIFERA CERA (CARNAUBA WAX), POLYGLYCERYL-4 DIISOSTEARATE/POLYHYDROXYSTEARATE/SEBACATE, CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), DISTEARDIMONIUM HECTORITE, TOCOPHEROL, PROPYLENE GLYCOL, TIN OXIDE"
Pencil for Eyes Mocha Silk,de,https://image.labiosthetique.com/i/square-1440/m2-product:pencil_for_eyes_mocha_silk_247599_1_06g_2c4cb55.jpg/feed-media.jpg,https://www.labiosthetique.de/pencil-for-eyes?childSku=4040218775112,/pencil-for-eyes?childSku=4040218775112,017325,Der herrlich sanfte Kajal lässt sich durch seine einzigartig geschmeidige Textur hochpräzise auftragen und verleiht den Augen eine natürlich wache Ausstrahlungskraft.,"22,00 €",,"1,06 g",Make-Up,Pencil for Eyes auf den inneren Rand der Augen oder am unteren und/oder oberen Wimpernansatz sanft auftragen.,
BELAVANCE® Nail Whitener,de,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_nail_whitener_413256_8ml_a59b6cf.jpg/feed-media.jpg,https://www.labiosthetique.de/belavancer-nail-whitener,/belavancer-nail-whitener,020485,Mit seiner speziell für den professionellen Einsatz entwickelten Textur neutralisiert der BELAVANCE® Nail Whitener Farbveränderungen und hellt den Nagel sichtbar auf.,"19,00 €",,8 ml,Make-Up,Den Nail Whitener gleichmäßig auf den gereinigten Naturnagel auftragen. Für einen intensiveren Effekt zwei Schichten applizieren.,"BUTYL ACETATE, ETHYL ACETATE, CELLULOSE ACETATE BUTYRATE, ISOPROPYL ALCOHOL, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, DIPROPYLENE GLYCOL DIBENZOATE, NITROCELLULOSE, FLUORESCENT BRIGHTENER 367"
