title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe
BELAVANCE® Manicare,de,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_manicare_413540_100ml_95d8c45.jpg/feed-media.jpg,https://www.labiosthetique.de/manicare-2,/manicare-2,020409,Das Handpeeling Manicare zaubert im Handumdrehen mit feinstem Himalayasalz und erlesenen Ölen traumhaft schöne Hände.,"30,50 €",,100 ml,Make-Up,"Hände waschen und trocknen. Die Flasche so lange kräftig schütteln, bis sich das Salz gut mit dem Öl vermischt hat. Etwas Manicare in die Hände geben und kräftig ca. 1–2 Minuten mit Handwaschbewegungen einmassieren. Anschließend die Hände kurz mit lauwarmem Wasser abspülen und mit einem weichen Handtuch leicht abtupfen. Eincremen kann man sich getrost sparen. Lieber den herrlich frischen Duft genießen.","GLYCINE SOJA (SOYBEAN) OIL, SODIUM CHLORIDE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, PERSEA GRATISSIMA (AVOCADO) OIL, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, PARFUM (FRAGRANCE), TOCOPHERYL ACETATE, RETINYL PALMITATE, TOCOPHEROL, LECITHIN, ASCORBYL PALMITATE, GLYCERYL STEARATE, GLYCERYL OLEATE, CITRIC ACID"
Volumising Mousse,de,https://image.labiosthetique.com/i/square-1440/m2-product:volumising_mousse_398066_200ml_95467c1.jpg/feed-media.jpg,https://www.labiosthetique.de/volumising-mousse?childSku=4040218870763,/volumising-mousse?childSku=4040218870763,110268,"Der vegane Volumenschaum für lang anhaltende Fülle und stabile, unbeschwerte Volumenlooks.","25,50 €","127,50 € / 1 l",200 ml,Styling,Die Dose schütteln und bei Gebrauch kopfüber halten. Den Schaum bis zu den Ansätzen gleichmäßig ins handtuchtrockene Haar einarbeiten und das Haar wie gewünscht stylen.,"AQUA (WATER), BUTANE, PROPANE, PVP, VP/VA COPOLYMER, PEG-40 HYDROGENATED CASTOR OIL, POLYQUATERNIUM-16, SODIUM BENZOATE, PARFUM (FRAGRANCE), COCAMIDOPROPYL BETAINE, PHENOXYETHANOL, CETRIMONIUM CHLORIDE, LAURETH-4, PANTHENOL, ETHYLHEXYLGLYCERIN, SODIUM CHLORIDE, CITRIC ACID, HEXYL CINNAMAL, CITRONELLOL, LINALOOL, TERPINEOL"
Calming Scalp Lotion,de,https://image.labiosthetique.com/i/square-1440/m2-product:calming_scalp_lotion_387049_100ml_18cae1b.jpg/feed-media.jpg,https://www.labiosthetique.de/calming-scalp-lotion,/calming-scalp-lotion,120095,"Die wohltuende Lotion beruhigt gestresste Kopfhaut, lindert Irritationen, beugt Schuppen vor und reduziert die Reizanfälligkeit empfindlicher Kopfhaut. Für alle Liebhaber von Lotion Ergines E und Lotion Apaisante wird dies Ihr neues Lieblingsprodukt.","31,00 €","310,00 € / 1 l",100 ml,Haar- & Kopfhautpflege,Nach der Haarwäsche scheitelweise auf die Kopfhaut auftragen und sanft einmassieren. Nicht ausspülen.,"AQUA (WATER), DIPROPYLENE GLYCOL, XANTHAN GUM, DIPOTASSIUM GLYCYRRHIZATE, HYDROXYACETOPHENONE, BUTYLENE GLYCOL, PENTYLENE GLYCOL, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, BOSWELLIA SERRATA GUM, MICROCRYSTALLINE CELLULOSE, PANTHENOL, ALLANTOIN, CELLULOSE GUM, GLYCERIN, HYDROXYPHENYL PROPAMIDOBENZOIC ACID, GLYCOL DISTEARATE, DISODIUM LAURYL SULFOSUCCINATE, BETA-GLUCAN, GLYCERYL LAURATE, SODIUM BENZOATE, CITRIC ACID, ASCORBYL PALMITATE"
Brow Definer B00 Black Brown,de,https://image.labiosthetique.com/i/square-1440/m2-product:brow_definer_b00_black_brown_406080_0_09g_bdb8d5a.jpg/feed-media.jpg,https://www.labiosthetique.de/brow-definer?childSku=4040218889963,/brow-definer?childSku=4040218889963,017614,"Der stylish schlanke Brow Definer definiert mühelos präzise, natürlich wirkende Brauen, setzt einzelne Härchen und nuanciert Konturen. Die ultrafeine Spitze ist auf einen Dreh perfekt on point. Mit veganen, natürlichen Inhaltsstoffen und pflegenden Vitaminen.","24,50 €",,"0,09 g",Make-Up,"Die feine Spitze herausdrehen und kurze, haarähnliche Striche setzen für eine natürliche Definition der Brauen. Ein sanfter Druck genügt. Ein etwas stärkerer Druck intensiviert die Strichbreite und den Ausdruck. Mit dem integrierten Bürstchen verblenden und die Brauen in Form bringen – perfekt in Sekunden!","OCTYLDODECANOL, HYDROGENATED VEGETABLE OIL, CI 77499 (IRON OXIDES), MICA, ORYZA SATIVA (RICE) BRAN WAX, CI 77491 (IRON OXIDES), SYNTHETIC WAX, COPERNICIA CERIFERA CERA (CARNAUBA WAX), ETHYLCELLULOSE, CI 77492 (IRON OXIDES), CI 77510 (FERRIC FERROCYANIDE), TOCOPHEROL, ASCORBYL PALMITATE"
Natural Skin 1/4 Light Peach,de,https://image.labiosthetique.com/i/square-1440/m2-product:natural_skin_1_4_light_peach_390387_30ml_cfc3772.jpg/feed-media.jpg,https://www.labiosthetique.de/natural-skin?childSku=4040218841862,/natural-skin?childSku=4040218841862,021684,"Mit mittlerer Deckkraft, feuchtigkeitsspendenden und pflegenden Komponenten schafft die zarte Foundation einen seidig glatten, natürlich ebenmäßigen Teint.","42,50 €",,30 ml,Make-Up,Nach der Gesichtspflege mit den Fingern oder mit einem Make-up-Schwämmchen oder -Pinsel auftragen und verblenden.,"AQUA (WATER), CI 77891 (TITANIUM DIOXIDE), CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL SALICYLATE, PENTYLENE GLYCOL, SILICA, ALCOHOL DENAT., SQUALANE, STEARIC ACID, PALMITIC ACID, GLYCOL STEARATE, MYRISTYL MYRISTATE, CETEARYL ALCOHOL, CI 77492 (IRON OXIDES), ETHYLHEXYL PALMITATE, SODIUM CETEARYL SULFATE, CI 77491 (IRON OXIDES), TOCOPHERYL ACETATE, XANTHAN GUM, PARFUM (FRAGRANCE), HYDROLYZED JOJOBA ESTERS, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, MYRISTIC ACID, SODIUM HYDROXIDE, CI 77499 (IRON OXIDES), ARACHIDIC ACID, TOCOPHEROL, JOJOBA ESTERS, CITRONELLOL, TRIHYDROXYSTEARIN, TERPINEOL, VANILLIN, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, ALUMINA, MAGNESIUM OXIDE, SODIUM HYALURONATE, GLUCOMANNAN"
Fresh Skin 1/2 Light Beige,de,https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_1_2_light_beige_247811_30ml_72fdd75.jpg/feed-media.jpg,https://www.labiosthetique.de/fresh-skin?childSku=4040218845662,/fresh-skin?childSku=4040218845662,021007,"Feuchtigkeitsspender pflegen die Haut, ausgleichende Pigmente mindern Farbunebenheiten; für einen natürlich ebenmäßigen Teint in einer einzigen, einfachen Geste!","34,00 €",,30 ml,Make-Up,Einfach mit den Fingern auf die gereinigte und mit Gesichtslotion angefeuchtete Haut auftragen und einarbeiten,"AQUA (WATER), GLYCERIN, CI 77891 (TITANIUM DIOXIDE), CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL STEARATE, SQUALANE, CETEARYL ALCOHOL, HYDROGENATED COCO-GLYCERIDES, CETYL PALMITATE, MICA, STEARIC ACID, PALMITIC ACID, GLYCERYL STEARATE, POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN, TOCOPHEROL, TIN OXIDE, PHENOXYETHANOL, POTASSIUM CETYL PHOSPHATE, MICROCRYSTALLINE CELLULOSE, XANTHAN GUM, HYDROXYACETOPHENONE, CELLULOSE GUM, BENZOIC ACID, CAPRYLYL GLYCOL, DEHYDROACETIC ACID, PARFUM (FRAGRANCE), LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, CITRAL, PINENE, CI 77499 (IRON OXIDES), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES)"
Dermosthétique Carrot Stem Cell Redness Relief Serum,de,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_carrot_stem_cell_redness_relief_serum_247939_30ml_994f5e3.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-carrot-stem-cell-redness-relief-serum,/dermosthetique-carrot-stem-cell-redness-relief-serum,002274,"Das potente Wirkkonzept lindert Reizungen, wirkt den Ursachen sichtbarer Äderchen und Rötungen entgegen und beugt deren Neubildung vor, indem es die Abwehrmechanismen der Haut unterstützt.","104,50 €","3.483,33 € / 1 l",30 ml,Hautpflege,Morgens und abends auf die betroffenen Partien der gereinigten und tonifizierten Haut auftragen. Anschließend mit der gewohnten Pflege fortfahren. Eignet sich auch als alleinige Pflege.,"AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, SQUALANE, CETEARYL ETHYLHEXANOATE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CETEARYL GLUCOSIDE , CETYL PALMITATE, DAUCUS CAROTA SATIVA (CARROT) ROOT EXTRACT, LACTOBACILLUS FERMENT, AVENA SATIVA (OAT) KERNEL EXTRACT, CORALLINA OFFICINALIS EXTRACT, PALMARIA PALMATA EXTRACT, SODIUM HYALURONATE, SODIUM HYALURONATE CROSSPOLYMER, GLUCOMANNAN, SCHIZOPHYLLAN, POTASSIUM CETYL PHOSPHATE, TOCOPHERYL ACETATE, ISOPROPYL MYRISTATE, BRASSICA CAMPESTRIS (RAPESEED) STEROLS, BEHENYL ALCOHOL, GLYCERYL STEARATE, PALMITIC ACID, STEARIC ACID, TOCOPHEROL, CETYL ALCOHOL, LAURYL ALCOHOL, GLYCINE SOJA (SOYBEAN) OIL, LECITHIN, MYRISTYL ALCOHOL, CITRIC ACID, PHENOXYETHANOL, BENZOIC ACID, DEHYDROACETIC ACID, SODIUM BENZOATE, POTASSIUM SORBATE"
BELAVANCE® Brilliant Nail Cotton,de,https://image.labiosthetique.com/i/square-1440/m2-product:belavance_brilliant_nail_cotton_413253_8ml_30308fb.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218896862,/brilliant-nail?childSku=4040218896862,020437,Der Nagellack Brilliant Nail peppt Hand- und Fußnägel frech auf und bringt sie auf Hochglanz – langanhaltend.,"19,00 €",,8 ml,Make-Up,"Einfach eine dünne Schicht Brilliant Nail über den bereits getrockneten Unterlack bzw. auch direkt auf den Nagel auftragen. Intensiveres Farbergebnis gewünscht? Dann einfach eine zweite Schicht auftragen. Für eine noch längere Haltbarkeit mit dem Überlack Superior Nail Treatment fixieren. Und wenn´s schnell gehen soll, dann den Nagellack-Schnelltrockner Brilliant Nail Finish verwenden.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, STEARALKONIUM BENTONITE, N-BUTYL ALCOHOL, ACRYLATES COPOLYMER, BENZOPHENONE-1, SILICA, TRIMETHYLPENTANEDIYL DIBENZOATE, POLYVINYL BUTYRAL, ALUMINA, CI 77891 (TITANIUM DIOXIDE), AQUA (WATER), GLYCERIN, TUBER AESTIVUM EXTRACT, CI 15850 (RED 6 LAKE), CI 19140 (YELLOW 5 LAKE), CITRIC ACID, PHENOXYETHANOL"
Curl Defining Styling Fluid,de,https://image.labiosthetique.com/i/square-1440/m2-product:curl_defining_styling_fluid_247195_125ml_36c38e2.jpg/feed-media.jpg,https://www.labiosthetique.de/curl-defining-styling-fluid,/curl-defining-styling-fluid,120483,Das Styling- und Finish-Fluid zähmt widerspenstige Locken mit tiefenwirksamer Feuchtigkeit. Aus unruhigen Strukturen werden ausdrucksvolle Locken mit lebendigem Glanz.,"26,50 €","212,00 € / 1 l",125 ml,"Haar- & Kopfhautpflege,Styling",Die gewünschte Menge Fluid zwischen den Handflächen verteilen und ins feuchte Haar einarbeiten. Kann als glanzgebendes Finish auch im trockenen Haar angewandt werden.,"AQUA (WATER), NEOPENTYL GLYCOL DIHEPTANOATE, CETYL ALCOHOL, POLYQUATERNIUM-10, POLYQUATERNIUM-32 , GLYCERYL STEARATE, PEG-100 STEARATE, CETRIMONIUM CHLORIDE, PARAFFINUM LIQUIDUM (MINERAL OIL), ARGANIA SPINOSA (ARGAN) KERNEL OIL, BENZOIC ACID, PROPYLENE GLYCOL DIBENZOATE, PANTHENOL, PARFUM (FRAGRANCE), TROMETHAMINE, TOCOPHERYL ACETATE, PPG-1 TRIDECETH-6, PG-HYDROXYETHYLCELLULOSE COCODIMONIUM CHLORIDE, PHENOXYETHANOL, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CITRIC ACID, LIMONENE, LINALOOL, HEXAMETHYLINDANOPYRAN, LINALYL ACETATE, GLYCERIN, LACTIC ACID, SERINE, SODIUM LACTATE, SORBITOL, TEA-LACTATE, UREA, BENZYL SALICYLATE, ALPHA-ISOMETHYL IONONE, PINENE, CITRONELLOL, COUMARIN, SODIUM CHLORIDE, SODIUM BENZOATE, CITRUS LIMON (LEMON) PEEL OIL, POGOSTEMON CABLIN OIL, ALLANTOIN"
Fresh Skin 3/3 Medium Gold,de,https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_3_3_medium_gold_247817_30ml_dee0270.jpg/feed-media.jpg,https://www.labiosthetique.de/fresh-skin?childSku=4040218845761,/fresh-skin?childSku=4040218845761,021045,"Feuchtigkeitsspender pflegen die Haut, ausgleichende Pigmente mindern Farbunebenheiten; für einen natürlich ebenmäßigen Teint in einer einzigen, einfachen Geste!","34,00 €",,30 ml,Make-Up,Einfach mit den Fingern auf die gereinigte und mit Gesichtslotion angefeuchtete Haut auftragen und einarbeiten,"AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL STEARATE, SQUALANE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CETYL PALMITATE, STEARIC ACID, CI 77891 (TITANIUM DIOXIDE), PALMITIC ACID, MICA, GLYCERYL STEARATE, POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN, PHENOXYETHANOL, CI 77492 (IRON OXIDES), POTASSIUM CETYL PHOSPHATE, MICROCRYSTALLINE CELLULOSE, PARFUM (FRAGRANCE), XANTHAN GUM, CI 77491 (IRON OXIDES), TIN OXIDE, CI 77499 (IRON OXIDES), HYDROXYACETOPHENONE, CELLULOSE GUM, BENZOIC ACID, CAPRYLYL GLYCOL, TOCOPHEROL, DEHYDROACETIC ACID, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, CITRAL, PINENE"
Spa Intensive Hand Care,de,https://image.labiosthetique.com/i/square-1440/m2-product:spa_intensive_hand_care_329665_20ml_538d2c2.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-intensive-hand-care?childSku=4040218856361,/spa-intensive-hand-care?childSku=4040218856361,002161,Zur intensiven Pflege trockener Haut an den Händen.,"8,50 €","425,00 € / 1 l",20 ml,Hautpflege,"Nach dem Händewaschen eine erbsengroße Menge auf die trockene Haut auftragen und einmassieren. Anwendung als Handpackung: Eine Cremeschicht wie eine Maske auftragen, mit einer warmen Kompresse abdecken und circa 15 Minuten einwirken lassen. Die Cremereste anschließend einmassieren.","AQUA (WATER), PETROLATUM, PARAFFINUM LIQUIDUM (MINERAL OIL), GLYCERIN, GLYCERYL STEARATE, STEARIC ACID, PALMITIC ACID, CETEARYL ALCOHOL, PEG-5 GLYCERYL STEARATE, CETEARETH-12, INULIN, PANTHENOL, PARFUM (FRAGRANCE), OCTYLDODECANOL, PHENOXYETHANOL, TROMETHAMINE, ALLANTOIN, ALPHA-GLUCAN OLIGOSACCHARIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, BENZOIC ACID, SODIUM LACTATE, CITRUS LIMON PEEL OIL, CITRUS AURANTIUM PEEL OIL, ECHIUM PLANTAGINEUM SEED OIL, DEHYDROACETIC ACID, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL UNSAPONIFIABLES, CITRIC ACID, PINENE, CITRAL, CARDIOSPERMUM HALICACABUM FLOWER/LEAF/VINE EXTRACT, LEMONGRASS OIL, LINALOOL, TOCOPHEROL"
Forming Lotion,de,https://image.labiosthetique.com/i/square-1440/m2-product:forming_lotion_398078_150ml_264fe0a.jpg/feed-media.jpg,https://www.labiosthetique.de/forming-lotion,/forming-lotion,110543,Die pflegende Forming Lotion bringt glattes wie lockiges Haar in die gewünschte Form und hinterlässt ein vollkommen natürliches Haargefühl.,"25,00 €","166,67 € / 1 l",150 ml,Styling,Forming Lotion im leicht feuchten Haar verteilen und das Haar wie gewünscht stylen.,"AQUA (WATER), CETYL ALCOHOL, GLYCERIN, HYDROXYPROPYL STARCH PHOSPHATE, CETRIMONIUM CHLORIDE, PARFUM (FRAGRANCE), BENZYL ALCOHOL, CETEARETH-20, ALCOHOL DENAT., FRUCTOSE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, AMP-ACRYLATES COPOLYMER, POLYURETHANE-14, DEHYDROACETIC ACID, PENTYLENE GLYCOL, LIMONENE, LINALOOL, CITRIC ACID, AMINOMETHYL PROPANOL, SODIUM CITRATE, LINALYL ACETATE, GERANIOL, CITRONELLOL, SODIUM HYALURONATE, PINENE, COUMARIN, ANISE ALCOHOL, DIMETHYL PHENETHYL ACETATE, POLYPORUS UMBELLATUS (MUSHROOM) EXTRACT"
glam + colour Glowy Chocolate .24 .BC Colouring Mask,de,https://image.labiosthetique.com/i/square-1440/m2-product:glam_colour_glowy_chocolate_.24_.bc_colouring_mask_381816_200ml_1374fae.jpg/feed-media.jpg,https://www.labiosthetique.de/glam-colour-glowy-chocolate-24-bc-colouring-mask,/glam-colour-glowy-chocolate-24-bc-colouring-mask,038287,Die Haarmaske mit Farbpigmenten und Farbschutz wirkt intensiv pflegend und verleiht braunem Haar einen satten und warmen Schokoladen-Ton mit leuchtenden Reflexen.,"37,50 €","187,50 € / 1 l",200 ml,Haar- & Kopfhautpflege,"Die Colouring Mask unter Verwendung der beigefügten Handschuhe gleichmäßig im gewaschenen, handtuchtrockenen Haar verteilen. Je nach gewünschter Intensität 3-10 Minuten einwirken lassen, anschließend gründlich ausspülen.","AQUA (WATER), CETEARYL ALCOHOL, BETAINE, GLYCERIN, DIMETHICONE PEG-8 MEADOWFOAMATE, ISODODECANE, BEHENTRIMONIUM CHLORIDE, PEG-2 DIMEADOWFOAMAMIDOETHYLMONIUM METHOSULFATE, PHENOXYETHANOL, HYDROXYETHYLCELLULOSE, CRAMBE ABYSSINICA SEED OIL, NEOPENTYL GLYCOL DIHEPTANOATE, ETHYLHEXYL SALICYLATE, PARFUM (FRAGRANCE), HEXYLENE GLYCOL , QUATERNIUM-91, CETEARETH-20, PROPYLENE GLYCOL, CETRIMONIUM METHOSULFATE, ISOPROPYL ALCOHOL, HYDROLYZED RICE PROTEIN, ETHYLHEXYLGLYCERIN, N,N-BIS(2-HYDROXYETHYL)-2-NITRO-P-PHENYLENEDIAMINE, BASIC RED 76, HC BLUE NO. 2, HC YELLOW NO. 2, HC BLUE NO. 16, QUILLAJA SAPONARIA BARK EXTRACT, BASIC BROWN 17, HYDROLYZED SERICIN, SORBITOL, TRIBEHENIN, BASIC YELLOW 57, SODIUM BENZOATE"
Beauty Stick Highlighter,de,https://image.labiosthetique.com/i/square-1440/m2-product:beauty_stick_highlighter_405211_7g_2761844.jpg/feed-media.jpg,https://www.labiosthetique.de/beauty-stick-highlighter,/beauty-stick-highlighter,021764,"Mit lichtreflektierenden Pigmenten natürlichen Ursprungs und einer besonders leichten, hautpflegenden Textur setzt der vielseitige Beauty Stick Highlighter strahlende Akzente und sorgt für einen Sofort-Glow – perfekt für Gesicht und Körper!","39,00 €",,7 g,Make-Up,"Direkt auf die gewünschten Gesichtspartien wie Wangenknochen, Nasenrücken, Brauenbogen oder Lippenherz auftragen. Mit den Fingern, einem Schwamm oder einem Foundation-Pinsel verblenden, bis der Glow nahtlos mit der Haut verschmilzt. Wiederholtes Auftragen erhöht die Intensität vom dezenten Leuchten bis zum strahlenden Glow.","OCTYLDODECANOL, MICA, ORYZA SATIVA (RICE) BRAN WAX, CI 77891 (TITANIUM DIOXIDE), BUTYROSPERMUM PARKII (SHEA) BUTTER, HYDROGENATED COCONUT OIL, SQUALANE, TRIBEHENIN, GLYCERYL ROSINATE, NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE, MAGNESIUM STEARATE, SILICA, VACCINIUM MACROCARPON (CRANBERRY) SEED OIL, CI 77491 (IRON OXIDES), SYNTHETIC FLUORPHLOGOPITE, TOCOPHEROL, PARFUM (FRAGRANCE), HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, TIN OXIDE, LINALYL ACETATE, CITRUS AURANTIUM FLOWER OIL, GERANYL ACETATE"
Sensual Lipstick Matt M408 Scarlet,de,https://image.labiosthetique.com/i/square-1440/m2-product:sensual_lipstick_matt_m408_scarlet_410740_3_3g_7d376db.jpg/feed-media.jpg,https://www.labiosthetique.de/sensual-lipstick-matt?childSku=4040218889161,/sensual-lipstick-matt?childSku=4040218889161,019292,Geschmeidig und gleichmäßig im Auftrag: Sensual Lipstick Matt hüllt die Lippen in eine angesagt matte Farbnuance.,"26,50 €",,"3,3 g",Make-Up,"Für ein perfektes Make-up die Lippenkonturen zuerst mit einem Lipliner nachzeichnen, der farblich der Nuance des Lippenstifts entspricht. Anschließend Sensual Lipstick Matt mit einem Lippenpinsel auf die Lippen auftragen.","CAPRYLIC/CAPRIC TRIGLYCERIDE, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), SILICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, POLYGLYCERYL-3 DIISOSTEARATE, RICINUS COMMUNIS (CASTOR) SEED OIL, DICAPRYLYL ETHER , CI 15850 (RED 7 LAKE), DISTARCH PHOSPHATE, CI 15985 (YELLOW 6 LAKE), CI 77891 (TITANIUM DIOXIDE), DICALCIUM PHOSPHATE, AROMA (FLAVOR), ETHYL VANILLIN, LECITHIN, TOCOPHEROL, ASCORBYL PALMITATE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, DISTEARDIMONIUM HECTORITE, POLYHYDROXYSTEARIC ACID, BENZYL ALCOHOL, CITRIC ACID, CI 77491 (IRON OXIDES), CI 15850 (RED 6), CI 19140 (YELLOW 5 LAKE), CI 42090 (BLUE 1 LAKE), CI 45410 (RED 28 LAKE), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES)"
Make-up-Schwämmchen,de,https://image.labiosthetique.com/i/square-1440/m2-product:make_up_schw_mmchen_247861_1St_ck_09cc4fb.jpg/feed-media.jpg,https://www.labiosthetique.de/make-up-schwaemmchen,/make-up-schwaemmchen,009460,Unentbehrlicher Helfer für einen ebenmäßigen Teint: Der Latexschwamm eignet sich perfekt zum Auftragen von Make-up,"6,00 €",,1 pcs,Make-Up,"Das Schminkschwämmchen erreicht durch seine abgerundete Form auch schwer zugängliche Stellen. Dazu pudriges wie flüssiges Make-up sanft auftupfen und anschließend im Gesicht und am Dekolleté gleichmäßig verteilen. Ein Auftrag mit leicht angefeuchtetem Schwamm sorgt für einen zarteren Effekt, ein trockener Auftrag für eine höhere Deckkraft. Schwämmchen regelmäßig mit Seife und warmem Wasser reinigen.",
Dermosthétique Ocean Plant Refining Hydro Serum,de,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_ocean_plant_refining_hydro_serum_247963_30ml_223b65a.jpg/feed-media.jpg,https://www.labiosthetique.de/ocean-plant-refining-hydro-serum,/ocean-plant-refining-hydro-serum,002807,"Ein energetisierender Cocktail pflanzlicher Aktivstoffe aus dem Meer wirkt klärend, verfeinert das Relief der Haut und gibt ihr die natürliche Strahlkraft zurück.","104,50 €","3.483,33 € / 1 l",30 ml,Hautpflege,Täglich morgens und abends auf die gereinigte und tonifizierte Haut auftragen. Anschließend mit der gewohnten Pflege fortfahren. Kann auch als alleinige Pflege genutzt werden.,"AQUA (WATER), SQUALANE, GLYCERIN, CETEARYL ALCOHOL, CAPRYLIC/CAPRIC TRIGLYCERIDE, CETEARYL ETHYLHEXANOATE, GLYCERYL STEARATE, STEARIC ACID, SACCHARIDE ISOMERATE, JANIA RUBENS EXTRACT, CAESALPINIA SPINOSA GUM, SODIUM LAUROYL GLUTAMATE, ISOPROPYL MYRISTATE, SODIUM CARRAGEENAN, PHENOXYETHANOL, ETHYLHEXYLGLYCERIN, BENZOIC ACID, DEHYDROACETIC ACID, SODIUM BENZOATE, CITRIC ACID, PARFUM (FRAGRANCE)"
Cream Gloss Chutney,de,https://image.labiosthetique.com/i/square-1440/m2-product:cream_gloss_chutney_405199_3_5ml_c90cf58.jpg/feed-media.jpg,https://www.labiosthetique.de/cream-gloss?childSku=4040218885460,/cream-gloss?childSku=4040218885460,019881,Intensive Farbbrillanz und Pflege in Einem: Dieser hochglänzende Cream Gloss zaubert im Handumdrehen sinnlich volle Lippen für einen glamourösen Look.,"25,00 €",,"3,5 ml",Make-Up,Cream Gloss mit Hilfe des Applikators auf die Lippen geben. Die cremige Textur ermöglicht ein einfaches und präzises Auftragen. Tipp: Für eine besondere 3-D-Wirkung die Lippen mit Konturen- und Lippenstift schminken und anschließend Gloss nur auf der Mitte der Ober- und Unterlippe auftragen.,"OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES, RICINUS COMMUNIS (CASTOR) SEED OIL, HYDROGENATED VEGETABLE OIL, KAOLIN, CANDELILLA CERA (EUPHORBIA CERIFERA WAX), CI 77491 (IRON OXIDES), CERA ALBA (BEESWAX), DICALCIUM PHOSPHATE, PARFUM (FRAGRANCE), CI 15850 (RED 7), SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, VANILLIN, CI 77499 (IRON OXIDES)"
Bürste Ceramic & Ion 55mm,de,https://image.labiosthetique.com/i/square-1440/m2-product:b_rste_ceramic_ion_55mm_247439_1St_ck_c033ff0.jpg/feed-media.jpg,https://www.labiosthetique.de/buerste-ceramic-ion-55mm,/buerste-ceramic-ion-55mm,043961,"Die Extraportion Glanz und mehr Volumen: Universelle Rundbürste mit ionisierenden Borsten, die eine statische Aufladung der Haare reduzieren.","24,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Das Haar halbtrocken föhnen und anschließend kleine Partien abteilen. Die Bürste am Haaransatz ansetzen, unter Spannung halten und den Föhn auf den Bürstenkörper richten. Das Haar erst auf hoher Stufe und für einen längeren Halt anschließend kalt föhnen.",
