title,locale,image_url,url,path,labio_identnummer,description,price,Grundpreis,Füllmenge,category,Anwendung,Inhaltsstoffe,Siliconfree,Vegan
Dermosthétique Instant Lifting Eye Patch,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_instant_lifting_eye_patch_247961_20St_ck_fcee1f3.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-age-3-instant-lifting-eye-patch,/dermosthetique-age-3-instant-lifting-eye-patch,002795,"Thanks to its unique hydrogel system, the cooling eye pad has an intensive moisturising effect, instantly calms the eyes and visibly smooths the eye area.","72,50 €",,20 pcs,Hautpflege,"Apply the AGE3 Complex Instant Lifting Hydrogel Eye Patch after cleansing the eye area and leave to work for between 15 and 30 minutes, depending on your skin care needs and time available. Both sides of the pads can be used. Recommended use: two to three times a week.","AQUA (WATER), GLYCERIN, CHONDRUS CRISPUS (CARRAGEENAN) EXTRACT, PANTHENOL, GLUCOMANNAN, SUCROSE, CENTELLA ASIATICA LEAF EXTRACT*, ECTOIN, NIACINAMIDE, SALVIA MILTIORRHIZA LEAF EXTRACT, LACTIC ACID, CITRIC ACID, CAPRYLYL GLYCOL, XANTHAN GUM, SODIUM HYDROXIDE, P-ANISIC ACID, SODIUM LEVULINATE, PHENOXYETHANOL, BENZOIC ACID, DEHYDROACETIC ACID, SORBIC ACID",yes,yes
Perfect Skin 2/2 Medium Beige,en,https://image.labiosthetique.com/i/square-1440/m2-product:perfect_skin_2_2_medium_beige_391647_30ml_c8fcf27.jpg/feed-media.jpg,https://www.labiosthetique.de/perfect-skin?childSku=4040218878493,/perfect-skin?childSku=4040218878493,021567,"With its perfect coverage, the liquid foundation provides a lastingly flawless, naturally cared for and mattified complexion.","40,00 €",,30 ml,Make-Up,"Evenly apply a small amount of the product with a make-up brush, sponge or the fingers, and blend in.","CENTAUREA CYANUS FLOWER WATER, C9-12 ALKANE, CI 77891 (TITANIUM DIOXIDE), AQUA (WATER), POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE, UNDECANE, COCO-CAPRYLATE/CAPRATE, TRIHYDROXYSTEARIN, TRIDECANE, POLYGLYCERYL-3 DIISOSTEARATE, CI 77492 (IRON OXIDES), MAGNESIUM SULFATE, CI 77491 (IRON OXIDES), PERSEA GRATISSIMA (AVOCADO) OIL, POTASSIUM SORBATE, HYDROGENATED VEGETABLE OIL, CI 77499 (IRON OXIDES), SODIUM LEVULINATE, PARFUM (FRAGRANCE), BENZYL ALCOHOL, SODIUM BENZOATE, SODIUM PHYTATE, LACTIC ACID, VANILLIN, TOCOPHEROL, BALANITES ROXBURGHII SEED OIL, LINALOOL, CITRUS AURANTIUM PEEL OIL, LIMONENE, JUNIPERUS VIRGINIANA OIL, POGOSTEMON CABLIN OIL, ALCOHOL",yes,yes
Homme Deodorant Spray,en,https://image.labiosthetique.com/i/square-1440/m2-product:homme_deodorant_spray_412830_100ml_14fbf86.jpg/feed-media.jpg,https://www.labiosthetique.de/homme-deodorant-spray,/homme-deodorant-spray,003996,"The antiperspirant for daily application offers up to 24 hours of reliable protection against underarm sweat and body odour. It is a high-performance, skin-friendly and pleasantly fresh solution.","21,00 €","210,00 € / 1 l",100 ml,Hautpflege,"After showering or washing, spray 1-2 pumps onto the dry underarms from a distance of approx. 20 cm. Do not apply to freshly shaved skin. A single daily application is all you need.","AQUA (WATER), ALCOHOL DENAT., ALUMINUM CHLOROHYDRATE, CAPRYLYL/CAPRYL GLUCOSIDE, PARFUM (FRAGRANCE), ETHYLHEXYLGLYCERIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LINALOOL, LIMONENE, LINALYL ACETATE, PINENE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, CITRUS AURANTIUM PEEL OIL, GERANIOL, LAVANDULA OIL/EXTRACT, CITRUS LIMON PEEL OIL, TERPINEOL, COUMARIN, CITRAL, BETA-CARYOPHYLLENE, TOCOPHEROL",yes,yes
Styling Brush,en,https://image.labiosthetique.com/i/square-1440/m2-product:styling_brush_342827_1St_ck_fbe586e.jpg/feed-media.jpg,https://www.labiosthetique.de/styling-brush,/styling-brush,048796,"This hairbrush styles the hair and gives it more volume: Wooden brush with wild boar and nylon bristles for more shine, fast drying and more body","51,00 €",,1 pcs,"Haar- & Kopfhautpflege,Styling","Use the brush to comb through dry hair or blow-dry half-dry hair. Place the brush section by section at the hair roots, hold tight in the hair and direct the hairdryer at the brush body. Blow-dry the hair on a high setting and for longer hold, blast it with the cool shot setting.",,no,no
Spa Wellness Soap,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_wellness_soap_329815_150g_f6c2129.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-wellness-soap?childSku=4040218856392,/spa-wellness-soap?childSku=4040218856392,003912,A gentle wellness soap for cleansing the face and body.,"21,50 €","143,33 € / 1 kg",150 g,Hautpflege,Lather the soap bar in moist hands and distribute the foam on the moistened skin of the face and body. Rinse off with warm water. Can be used for daily cleansing.,"SODIUM PALMATE, SODIUM PALM KERNELATE, AQUA (WATER), PARFUM (FRAGRANCE), GLYCERIN, BUTYROSPERMUM PARKII (SHEA) BUTTER, SODIUM CHLORIDE, TETRASODIUM EDTA, TETRASODIUM ETIDRONATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, CITRUS LIMON (LEMON) PEEL OIL, CITRUS AURANTIUM PEEL OIL, PINENE, COUMARIN, CITRAL",yes,no
Kopfhautbürste Régénérante,en,https://image.labiosthetique.com/i/square-1440/m2-product:kopfhautb_rste_r_g_n_rante_418045_1St_ck_cab374f.jpg/feed-media.jpg,https://www.labiosthetique.de/kopfhautbuerste-regenerante,/kopfhautbuerste-regenerante,030323,"Gentle exfoliation, thorough cleansing and an invigorating massage: The Scalp Brush removes residue, promotes microcirculation and optimises the absorption of scalp and hair care products.","10,50 €",,1 pcs,Haar- & Kopfhautpflege,"When shampooing the hair: Lather up the shampoo and use the brush to gently massage it into the scalp to intensify the cleansing effect and invigorate the scalp. With hair care products: Distribute the mask or conditioner in the lengths and tips, then use the brush to work it into the hair so that every hair is given an even coating of care. For a scalp massage: Use on dry scalps to stimulate microcirculation and relax the scalp.",,no,no
Eyeshadow Pen Blooming Grace,en,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_blooming_grace_322643_1_4g_48ca459.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218860191,/eyeshadow-pen?childSku=4040218860191,016312,Can be used as an eyeshadow or an liner: Eyeshadow Pen with a soft and creamy texture that is easy to apply and blend,"23,50 €",,"1,4 g",Make-Up,Apply the Eyeshadow Pen as an eyeshadow to the whole top lid or as an eyeliner along the lashes. The colour is easy to blend with the fingers or a brush.,"DIMETHICONE, MICA, SILICA, ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, CI 77891 (TITANIUM DIOXIDE), HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77491 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLENE/METHACRYLATE COPOLYMER, TIN OXIDE, ISOPROPYL TITANIUM TRIISOSTEARATE",no,yes
Eyeshadow Pen Sugar Plum,en,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_sugar_plum_396594_1_4g_20e1f93.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218881691,/eyeshadow-pen?childSku=4040218881691,016347,Can be used as an eyeshadow or an liner: Eyeshadow Pen with a soft and creamy texture that is easy to apply and blend,"23,50 €",,"1,4 g",Make-Up,Apply the Eyeshadow Pen as an eyeshadow to the whole top lid or as an eyeliner along the lashes. The colour is easy to blend with the fingers or a brush.,"DIMETHICONE, SILICA, CI 77891 (TITANIUM DIOXIDE), ISOAMYL COCOATE, CI 77742 (MANGANESE VIOLET), SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, MICA, TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, GLYCERYL CAPRYLATE, SILICA SILYLATE, CI 77007 (ULTRAMARINES), CI 77499 (IRON OXIDES), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE/METHICONE CROSSPOLYMER",no,yes
After Sun Soothing Face & Body Care,en,https://image.labiosthetique.com/i/square-1440/m2-product:after_sun_soothing_face_body_care_413096_200ml_aeb90d6.jpg/feed-media.jpg,https://www.labiosthetique.de/after-sun-soothing-face-body-care,/after-sun-soothing-face-body-care,002313,"The cooling face and body cream relaxes and calms the skin after sun exposure, boosts its regeneration and protects it from light-induced skin aging. It supplies valuable moisture and supports a beautiful, long-lasting tan.","33,00 €","165,00 € / 1 l",200 ml,Hautpflege,Apply generously to the skin on the face and body after each sunbathing session.,"AQUA (WATER), ISOPROPYL PALMITATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROGENATED COCO-GLYCERIDES, SORBITOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, C14-22 ALCOHOLS, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, SODIUM STEAROYL GLUTAMATE, PHENOXYETHANOL, C12-20 ALKYL GLUCOSIDE, TROMETHAMINE, SODIUM GLUCONATE, SODIUM LACTATE, PARFUM (FRAGRANCE), METHYLPROPANEDIOL, ETHYL FERULATE, ETHYLHEXYLGLYCERIN, BENZOIC ACID, ALOE BARBADENSIS LEAF JUICE POWDER, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, CAPRYLHYDROXAMIC ACID, DEHYDROACETIC ACID, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , TOCOPHEROL, BENZYL SALICYLATE, LIMONENE, BENZYL ALCOHOL, CITRUS AURANTIUM PEEL OIL, HEXYL CINNAMAL, LINALOOL, CITRONELLOL, LINALYL ACETATE, ALPHA-ISOMETHYL IONONE, PINENE",yes,yes
Heat Protecting Spray ,en,https://image.labiosthetique.com/i/square-1440/m2-product:heat_protecting_spray_410823_100ml_ef8a388.jpg/feed-media.jpg,https://www.labiosthetique.de/heat-protecting-spray-1,/heat-protecting-spray-1,110475,The heat protection spray provides long-lasting sleek looks with soft and shiny results.,"25,50 €","255,00 € / 1 l",100 ml,Styling,Shake Heat Protecting Spray well before use so that the two phases are combined. Spray section by section into damp hair before blow-drying or into dry hair before straightening.,"AQUA (WATER), ALCOHOL DENAT., C9-12 ALKANE, CAPRYLIC/CAPRIC TRIGLYCERIDE, DIMER DILINOLEYL DIMER DILINOLEATE, COCO-CAPRYLATE/CAPRATE, DECYL GLUCOSIDE, PARFUM (FRAGRANCE), BIS-ETHYLHEXYL HYDROXYDIMETHOXY BENZYLMALONATE, BISABOLOL, TEREPHTHALYLIDENE DICAMPHOR SULFONIC ACID, HYDROGENATED RAPESEED GLYCERIDES , VINYL CAPROLACTAM/VP/DIMETHYLAMINOETHYL METHACRYLATE COPOLYMER, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, LINALYL ACETATE, GERANIOL, CITRONELLOL, PINENE, COUMARIN, ANISE ALCOHOL, DIMETHYL PHENETHYL ACETATE, TOCOPHEROL",yes,yes
Spa Relaxing Body Lotion,en,https://image.labiosthetique.com/i/square-1440/m2-product:spa_relaxing_body_lotion_329677_250ml_05514d9.jpg/feed-media.jpg,https://www.labiosthetique.de/spa-relaxing-body-lotion?childSku=4040218855890,/spa-relaxing-body-lotion?childSku=4040218855890,002192,Relaxing body lotion,"29,00 €","116,00 € / 1 l",250 ml,Hautpflege,"After bathing, showering or an exfoliation treatment, evenly distribute the body milk on the clean, dry body skin with circling motions. Gently massage in or leave to absorb for a few minutes.","AQUA (WATER), ISOPROPYL PALMITATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, HYDROGENATED COCO-GLYCERIDES, SORBITOL, C14-22 ALCOHOLS, PARFUM (FRAGRANCE), ALPHA-GLUCAN OLIGOSACCHARIDE, INULIN, SODIUM GLUCONATE, SODIUM STEAROYL GLUTAMATE, SODIUM LACTATE, LYSOLECITHIN, SCLEROTIUM GUM, C12-20 ALKYL GLUCOSIDE, SILICA, XANTHAN GUM, PULLULAN, PHENOXYETHANOL, BENZOIC ACID, ETHYLHEXYLGLYCERIN, DEHYDROACETIC ACID, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, METHYLPROPANEDIOL, CITRUS LIMON (LEMON) PEEL OIL, CITRUS AURANTIUM PEEL OIL, CAPRYLHYDROXAMIC ACID, PINENE, COUMARIN, CITRAL, LEMONGRASS OIL, LINALOOL, GERANYL ACETATE",yes,no
Brilliant Nail Merlot,en,https://image.labiosthetique.com/i/square-1440/m2-product:brilliant_nail_merlot_355013_8ml_f687a9f.jpg/feed-media.jpg,https://www.labiosthetique.de/brilliant-nail?childSku=4040218866490,/brilliant-nail?childSku=4040218866490,020425,Brilliant Nail nail polish gives finger and toe nails a cheeky look with high shine and is also long-lasting,"19,00 €",,8 ml,Make-Up,"Simply apply a thin coat of Brilliant Nail to the already dry base coat and/or directly to the nail. Would you like a more intense colour result? If so, simply apply a second coat. For more durability fix the nails with the Superior Nail Treatment top coat. And if you are in a rush, use Brilliant Nail Finish for fast-drying nails.","BUTYL ACETATE, ETHYL ACETATE, NITROCELLULOSE, ADIPIC ACID/NEOPENTYL GLYCOL/TRIMELLITIC ANHYDRIDE COPOLYMER, ACETYL TRIBUTYL CITRATE, ISOPROPYL ALCOHOL, CI 15880 (RED 34 LAKE), STEARALKONIUM HECTORITE, CI 15850 (RED 7 LAKE), CI 77891 (TITANIUM DIOXIDE), CITRIC ACID, CI 77266 (BLACK 2)",yes,yes
Long Hair  Protective Conditioning Fluid,en,https://image.labiosthetique.com/i/square-1440/m2-product:long_hair_protective_conditioning_fluid_415615_150ml_c429b6b.jpg/feed-media.jpg,https://www.labiosthetique.de/long-hair-protective-conditioning-fluid-2,/long-hair-protective-conditioning-fluid-2,120068,"The rich multifunctional leave-in fluid supplies long hair with intense moisture, strengthens the hair structure and protects against hair breakage, split ends, environmental stress and styling heat up to 230 °C – for instantly sleek, resistant and well-cared-for lengths with silky shine.","32,00 €","213,33 € / 1 l",150 ml,Haar- & Kopfhautpflege,"After washing, distribute into towel-dried hair and lightly knead in. Do not rinse out.","AQUA (WATER), C9-12 ALKANE, CETEARYL ALCOHOL, CAESALPINIA SPINOSA GUM, GLYCERIN, PHENOXYETHANOL, PARFUM (FRAGRANCE), BEHENTRIMONIUM METHOSULFATE, PENTYLENE GLYCOL, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, OLEA EUROPAEA (OLIVE) LEAF EXTRACT, COCO-CAPRYLATE/CAPRATE, CAPRYLIC/CAPRIC TRIGLYCERIDE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HYDROLYZED WHEAT PROTEIN, ETHYLHEXYLGLYCERIN, LIMONENE, CETRIMONIUM CHLORIDE, TRITICUM VULGARE (WHEAT) BRAN EXTRACT, ALPHA-ISOMETHYL IONONE, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, LACTIC ACID, HYDROGENATED RAPESEED GLYCERIDES , LINALOOL, LINALYL ACETATE, CYCLODEXTRIN, PINENE, CITRONELLOL, GERANIOL, 1,2-HEXANEDIOL, CAPRYLYL GLYCOL, CITRIC ACID, TERPINEOL, SODIUM BENZOATE, BENZYL ALCOHOL, CYAMOPSIS TETRAGONOLOBA (GUAR) GUM, XANTHAN GUM, PINUS SYLVESTRIS CONE EXTRACT, TOCOPHEROL, PHYTIC ACID, HEXADECANOLACTONE",no,no
Fresh Skin 4/5 Deep Brown,en,https://image.labiosthetique.com/i/square-1440/m2-product:fresh_skin_4_5_deep_brown_260673_30ml_2a72c65.jpg/feed-media.jpg,https://www.labiosthetique.de/fresh-skin?childSku=4040218856989,/fresh-skin?childSku=4040218856989,021052,"Moisturisers condition the skin, and balancing pigments reduce colour unevenness – for a naturally balanced complexion in one simple application!","34,00 €",,30 ml,Make-Up,Simply apply to skin that has been cleansed and moistened with face lotion with the fingers and work in.,"AQUA (WATER), GLYCERIN, CAPRYLIC/CAPRIC TRIGLYCERIDE, ETHYLHEXYL STEARATE, SQUALANE, HYDROGENATED COCO-GLYCERIDES, CETEARYL ALCOHOL, CI 77891 (TITANIUM DIOXIDE), MICA, CETYL PALMITATE, STEARIC ACID, PALMITIC ACID, GLYCERYL STEARATE, POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN, CI 77492 (IRON OXIDES), PHENOXYETHANOL, CI 77491 (IRON OXIDES), POTASSIUM CETYL PHOSPHATE, MICROCRYSTALLINE CELLULOSE, PARFUM (FRAGRANCE), XANTHAN GUM, CI 77499 (IRON OXIDES), TIN OXIDE, HYDROXYACETOPHENONE, CELLULOSE GUM, BENZOIC ACID, CAPRYLYL GLYCOL, TOCOPHEROL, DEHYDROACETIC ACID, LINALYL ACETATE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, LINALOOL, CITRAL, PINENE",yes,yes
Dermosthétique Hyaluronic Acid Hydrating Capsules,en,https://image.labiosthetique.com/i/square-1440/m2-product:dermosth_tique_hyaluronic_acid_hydrating_capsules_266959_60Kapseln_b98f9c9.jpg/feed-media.jpg,https://www.labiosthetique.de/dermosthetique-hyaluronic-acid-hydrating-capsules?childSku=4040218895889,/dermosthetique-hyaluronic-acid-hydrating-capsules?childSku=4040218895889,003279,"With active ingredients from the sea and highly concentrated lipid extracts, each capsule supplies multifaceted moisture and locks it into the skin, which instantly becomes smoother, firmer and silky soft.","99,50 €",,60 capsules,Hautpflege,"Apply the hydro lipogel to cleansed, toned skin every day in the morning and/or evening. First, twist the capsule closure several times or snip it off to open, then use your fingertips to gently apply the contents of one capsule.","DIMETHICONE, TRISILOXANE, DIMETHICONE CROSSPOLYMER, ETHYLHEXYL PALMITATE, DIMETHICONOL, SODIUM HYALURONATE, GLUCOMANNAN, SALICORNIA HERBACEA EXTRACT, ETHYL FERULATE, ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , CRITHMUM MARITIMUM EXTRACT, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, PARFUM (FRAGRANCE), TOCOPHEROL, TRIHYDROXYSTEARIN",no,no
Frizz Control Smoothing Conditioner,en,https://image.labiosthetique.com/i/square-1440/m2-product:frizz_control_smoothing_conditioner_247249_150ml_25e3465.jpg/feed-media.jpg,https://www.labiosthetique.de/frizz-control-smoothing-conditioner,/frizz-control-smoothing-conditioner,120162,"Smoothing Conditioner noticeably calms, conditions and smooths the structure of stubborn hair, and provides softness and lasting shape.","28,00 €","186,67 € / 1 l",150 ml,Haar- & Kopfhautpflege,"After every second or third wash, distribute into damp hair, leave in for 3 – 5 minutes and rinse.","AQUA (WATER), QUATERNIUM-87, CETEARYL ALCOHOL, C9-12 ALKANE, CAPRYLIC/CAPRIC TRIGLYCERIDE, PROPYLENE GLYCOL DIBENZOATE, GLYCERIN, GLYCERYL STEARATE, QUATERNIUM-91, DIMER DILINOLEYL DIMER DILINOLEATE, PROPYLENE GLYCOL, BEHENTRIMONIUM METHOSULFATE, CETRIMONIUM METHOSULFATE, PARFUM (FRAGRANCE), COCO-CAPRYLATE/CAPRATE, BENZOIC ACID, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROGENATED RAPESEED GLYCERIDES , TRIBEHENIN, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HEXAMETHYLINDANOPYRAN, BENZYL SALICYLATE, LIMONENE, ALPHA-ISOMETHYL IONONE, TROMETHAMINE, TOCOPHEROL",yes,yes
Artistic Hair Spray,en,https://image.labiosthetique.com/i/square-1440/m2-product:artistic_hair_spray_398123_250ml_72af289.jpg/feed-media.jpg,https://www.labiosthetique.de/artistic-hair-spray,/artistic-hair-spray,110344,The silicone-free non-aerosol hair spray fixes all styles with a strong hold and enables unusual looks thanks to a slightly delayed drying time.,"25,50 €","102,00 € / 1 l",250 ml,Styling,Spray the non-aerosol spray into dry hair from a distance of around 20-30 centimetres to set individual sections or the entire look.,"ALCOHOL DENAT., ETHYL ESTER OF PVM/MA COPOLYMER, VP/VA COPOLYMER, AMINOMETHYL PROPANOL, PARFUM (FRAGRANCE), LAURYL PYRROLIDONE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LIMONENE, LINALOOL, LINALYL ACETATE, GERANIOL, CITRONELLOL, PINENE, COUMARIN, ANISE ALCOHOL, DIMETHYL PHENETHYL ACETATE",yes,yes
Lip Shine,en,https://image.labiosthetique.com/i/square-1440/m2-product:lip_shine_410734_13ml_acadb62.jpg/feed-media.jpg,https://www.labiosthetique.de/lip-shine,/lip-shine,019095,"The modern gel texture of Lip Shine settles softly on the lips and gives them a glazed finish. The light touch of colour provides freshness for timeless elegance. A statement of shine, soft colour and a hint of luxury in one single application.","24,00 €",,13 ml,Make-Up,"Squeeze the tube lightly to dispense the desired amount onto the applicator. Use the applicator to apply the product directly to the lips. One application is enough for a subtly tinted, glazed look or a shiny finish on top of lipstick. For a more intense effect, use a larger amount or apply several thin layers – for more colour, shine, and expression.","POLYBUTENE, HYDROGENATED DIDECENE, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, PENTAERYTHRITYL TETRAISOSTEARATE, PARFUM (FRAGRANCE), TOCOPHERYL ACETATE, CI 15850 (RED 6), CI 45410 (RED 28 LAKE), PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TERPINEOL, GERANYL ACETATE",no,no
Eyeshadow Pen Camel,en,https://image.labiosthetique.com/i/square-1440/m2-product:eyeshadow_pen_camel_280259_1_4g_f3cf141.jpg/feed-media.jpg,https://www.labiosthetique.de/eyeshadow-pen?childSku=4040218847086,/eyeshadow-pen?childSku=4040218847086,016361,Can be used as an eyeshadow or an liner: Eyeshadow Pen with a soft and creamy texture that is easy to apply and blend,"23,50 €",,"1,4 g",Make-Up,Apply the Eyeshadow Pen as an eyeshadow to the whole top lid or as an eyeliner along the lashes. The colour is easy to blend with the fingers or a brush.,"DIMETHICONE, CI 77891 (TITANIUM DIOXIDE), SILICA, ISOAMYL COCOATE, SUCROSE TETRASTEARATE TRIACETATE, POLYBUTENE, HYDROGENATED JOJOBA OIL, SYNTHETIC WAX, MICA, CI 77492 (IRON OXIDES), TRIMETHYLSILOXYSILICATE/DIMETHICONOL CROSSPOLYMER, CI 77491 (IRON OXIDES), GLYCERYL CAPRYLATE, CI 77499 (IRON OXIDES), SILICA SILYLATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLENE/METHACRYLATE COPOLYMER, ISOPROPYL TITANIUM TRIISOSTEARATE",no,yes
